,LM number,Bone words,Region words,Data point,By Bone 14,By Bone (joining exoccipital+prootic) 12,By Region 19,Functional regions 6,Caecilian modules (FP in Fr) 9,Caecilian modules (FP in Pa) 10,Variably vs always present,Ossification sequence rank,"Simon+Marroig 2017 Functional 1 (NA: R, FP: R)","Simon+Marroig 2017 Functional 2 (NA: R, FP: N)","Simon+Marroig 2017 Functional 3 (NA: R, FP: Su)","Simon+Marroig 2017 Functional 4 (NA: Sn, FP: R)","Simon+Marroig 2017 Functional 5 (NA: Sn, FP: N)","Simon+Marroig 2017 Functional 6 (NA: Sn, FP: Su)","Pierkarski 1 (PS_sph: M, FP: H)","Pierkarski 2 (PS_sph: M, FP: M)","Pierkarski 3 (PS_sph: M, FP: B)","Pierkarski 4 (PS_sph: H, FP: H)","Pierkarski 5 (PS_sph: H, FP: M)","Pierkarski 6 (PS_sph: H, FP: B)","Vidal-Garcia 1. Snout: tip of the snout and the olfactory area (premaxilla, maxilla, and nasal),(I included Neo and Vo in snout too) 2: rest. ","Vidal-Garica 2: 1. dorsal, 2. ventral","Vidal-Garica 3: 1. snout, 2. rest, 3. squamosal","Vidal-Garcia 4: 1. snout, 2. posterior 3. medial","Vidal-Garcia 5: 1. snout, 2. rest, 3. brain region (dorsal sphenethemoid, exoccipital, frontoparietal)"
P6,588,Nasal,Nasal,Na patch 20,7,7,9,1,1,1,1,2,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1
P6,589,Nasal,Nasal,Na patch 20,7,7,9,1,1,1,1,2,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1
P6,590,Nasal,Nasal,Na patch 20,7,7,9,1,1,1,1,2,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1
P6,591,Nasal,Nasal,Na patch 20,7,7,9,1,1,1,1,2,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1
P6,592,Nasal,Nasal,Na patch 20,7,7,9,1,1,1,1,2,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1
P6,593,Nasal,Nasal,Na patch 20,7,7,9,1,1,1,1,2,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1
P6,594,Nasal,Nasal,Na patch 20,7,7,9,1,1,1,1,2,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1
P6,595,Nasal,Nasal,Na patch 20,7,7,9,1,1,1,1,2,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1
P6,596,Nasal,Nasal,Na patch 20,7,7,9,1,1,1,1,2,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1
P6,597,Nasal,Nasal,Na patch 20,7,7,9,1,1,1,1,2,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1
P6,598,Nasal,Nasal,Na patch 20,7,7,9,1,1,1,1,2,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1
P7,599,Maxilla,Maxilla(d),MaxD patch 48,2,2,2,1,2,2,1,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,1,1
P7,600,Maxilla,Maxilla(d),MaxD patch 48,2,2,2,1,2,2,1,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,1,1
P7,601,Maxilla,Maxilla(d),MaxD patch 48,2,2,2,1,2,2,1,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,1,1
P7,602,Maxilla,Maxilla(d),MaxD patch 48,2,2,2,1,2,2,1,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,1,1
P7,603,Maxilla,Maxilla(d),MaxD patch 48,2,2,2,1,2,2,1,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,1,1
P7,604,Maxilla,Maxilla(d),MaxD patch 48,2,2,2,1,2,2,1,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,1,1
P7,605,Maxilla,Maxilla(d),MaxD patch 48,2,2,2,1,2,2,1,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,1,1
P7,606,Maxilla,Maxilla(d),MaxD patch 48,2,2,2,1,2,2,1,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,1,1
P7,607,Maxilla,Maxilla(d),MaxD patch 48,2,2,2,1,2,2,1,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,1,1
P7,608,Maxilla,Maxilla(d),MaxD patch 48,2,2,2,1,2,2,1,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,1,1
P7,609,Maxilla,Maxilla(d),MaxD patch 48,2,2,2,1,2,2,1,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,1,1
P7,610,Maxilla,Maxilla(d),MaxD patch 48,2,2,2,1,2,2,1,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,1,1
P7,611,Maxilla,Maxilla(d),MaxD patch 48,2,2,2,1,2,2,1,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,1,1
P7,612,Maxilla,Maxilla(d),MaxD patch 48,2,2,2,1,2,2,1,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,1,1
P7,613,Maxilla,Maxilla(d),MaxD patch 48,2,2,2,1,2,2,1,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,1,1
P7,614,Maxilla,Maxilla(d),MaxD patch 48,2,2,2,1,2,2,1,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,1,1
P7,615,Maxilla,Maxilla(d),MaxD patch 48,2,2,2,1,2,2,1,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,1,1
P7,616,Maxilla,Maxilla(d),MaxD patch 48,2,2,2,1,2,2,1,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,1,1
P7,617,Maxilla,Maxilla(d),MaxD patch 48,2,2,2,1,2,2,1,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,1,1
P7,618,Maxilla,Maxilla(d),MaxD patch 48,2,2,2,1,2,2,1,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,1,1
P7,619,Maxilla,Maxilla(d),MaxD patch 48,2,2,2,1,2,2,1,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,1,1
P7,620,Maxilla,Maxilla(d),MaxD patch 48,2,2,2,1,2,2,1,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,1,1
P7,621,Maxilla,Maxilla(d),MaxD patch 48,2,2,2,1,2,2,1,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,1,1
P7,622,Maxilla,Maxilla(d),MaxD patch 48,2,2,2,1,2,2,1,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,1,1
P7,623,Maxilla,Maxilla(d),MaxD patch 48,2,2,2,1,2,2,1,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,1,1
P7,624,Maxilla,Maxilla(d),MaxD patch 48,2,2,2,1,2,2,1,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,1,1
P7,625,Maxilla,Maxilla(d),MaxD patch 48,2,2,2,1,2,2,1,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,1,1
P7,626,Maxilla,Maxilla(d),MaxD patch 48,2,2,2,1,2,2,1,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,1,1
P7,627,Maxilla,Maxilla(d),MaxD patch 48,2,2,2,1,2,2,1,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,1,1
P7,628,Maxilla,Maxilla(d),MaxD patch 48,2,2,2,1,2,2,1,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,1,1
P7,629,Maxilla,Maxilla(d),MaxD patch 48,2,2,2,1,2,2,1,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,1,1
P7,630,Maxilla,Maxilla(d),MaxD patch 48,2,2,2,1,2,2,1,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,1,1
P7,631,Maxilla,Maxilla(d),MaxD patch 48,2,2,2,1,2,2,1,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,1,1
P7,632,Maxilla,Maxilla(d),MaxD patch 48,2,2,2,1,2,2,1,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,1,1
P7,633,Maxilla,Maxilla(d),MaxD patch 48,2,2,2,1,2,2,1,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,1,1
P7,634,Maxilla,Maxilla(d),MaxD patch 48,2,2,2,1,2,2,1,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,1,1
P7,635,Maxilla,Maxilla(d),MaxD patch 48,2,2,2,1,2,2,1,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,1,1
P7,636,Maxilla,Maxilla(d),MaxD patch 48,2,2,2,1,2,2,1,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,1,1
P7,637,Maxilla,Maxilla(d),MaxD patch 48,2,2,2,1,2,2,1,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,1,1
P7,638,Maxilla,Maxilla(d),MaxD patch 48,2,2,2,1,2,2,1,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,1,1
P7,639,Maxilla,Maxilla(d),MaxD patch 48,2,2,2,1,2,2,1,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,1,1
P7,640,Maxilla,Maxilla(d),MaxD patch 48,2,2,2,1,2,2,1,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,1,1
P7,641,Maxilla,Maxilla(d),MaxD patch 48,2,2,2,1,2,2,1,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,1,1
P7,642,Maxilla,Maxilla(d),MaxD patch 48,2,2,2,1,2,2,1,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,1,1
P7,643,Maxilla,Maxilla(d),MaxD patch 48,2,2,2,1,2,2,1,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,1,1
P7,644,Maxilla,Maxilla(d),MaxD patch 48,2,2,2,1,2,2,1,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,1,1
P7,645,Maxilla,Maxilla(d),MaxD patch 48,2,2,2,1,2,2,1,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,1,1
P7,646,Maxilla,Maxilla(d),MaxD patch 48,2,2,2,1,2,2,1,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,1,1
P8,647,Exoccipital,Occipital condyle,Cond patch 12,8,8,11,6,8,8,1,1,4,4,4,4,4,4,3,3,3,3,3,3,2,1,2,2,3
P8,648,Exoccipital,Occipital condyle,Cond patch 12,8,8,11,6,8,8,1,1,4,4,4,4,4,4,3,3,3,3,3,3,2,1,2,2,3
P8,649,Exoccipital,Occipital condyle,Cond patch 12,8,8,11,6,8,8,1,1,4,4,4,4,4,4,3,3,3,3,3,3,2,1,2,2,3
P8,650,Exoccipital,Occipital condyle,Cond patch 12,8,8,11,6,8,8,1,1,4,4,4,4,4,4,3,3,3,3,3,3,2,1,2,2,3
P8,651,Exoccipital,Occipital condyle,Cond patch 12,8,8,11,6,8,8,1,1,4,4,4,4,4,4,3,3,3,3,3,3,2,1,2,2,3
P8,652,Exoccipital,Occipital condyle,Cond patch 12,8,8,11,6,8,8,1,1,4,4,4,4,4,4,3,3,3,3,3,3,2,1,2,2,3
P8,653,Exoccipital,Occipital condyle,Cond patch 12,8,8,11,6,8,8,1,1,4,4,4,4,4,4,3,3,3,3,3,3,2,1,2,2,3
P8,654,Exoccipital,Occipital condyle,Cond patch 12,8,8,11,6,8,8,1,1,4,4,4,4,4,4,3,3,3,3,3,3,2,1,2,2,3
P8,655,Exoccipital,Occipital condyle,Cond patch 12,8,8,11,6,8,8,1,1,4,4,4,4,4,4,3,3,3,3,3,3,2,1,2,2,3
P8,656,Exoccipital,Occipital condyle,Cond patch 12,8,8,11,6,8,8,1,1,4,4,4,4,4,4,3,3,3,3,3,3,2,1,2,2,3
P8,657,Exoccipital,Occipital condyle,Cond patch 12,8,8,11,6,8,8,1,1,4,4,4,4,4,4,3,3,3,3,3,3,2,1,2,2,3
P8,658,Exoccipital,Occipital condyle,Cond patch 12,8,8,11,6,8,8,1,1,4,4,4,4,4,4,3,3,3,3,3,3,2,1,2,2,3
P9,659,Exoccipital,Exoccipital,Occ patch 58,8,8,10,6,8,8,1,1,4,4,4,4,4,4,3,3,3,3,3,3,2,1,2,2,3
P9,660,Exoccipital,Exoccipital,Occ patch 58,8,8,10,6,8,8,1,1,4,4,4,4,4,4,3,3,3,3,3,3,2,1,2,2,3
P9,661,Exoccipital,Exoccipital,Occ patch 58,8,8,10,6,8,8,1,1,4,4,4,4,4,4,3,3,3,3,3,3,2,1,2,2,3
P9,662,Exoccipital,Exoccipital,Occ patch 58,8,8,10,6,8,8,1,1,4,4,4,4,4,4,3,3,3,3,3,3,2,1,2,2,3
P9,663,Exoccipital,Exoccipital,Occ patch 58,8,8,10,6,8,8,1,1,4,4,4,4,4,4,3,3,3,3,3,3,2,1,2,2,3
P9,664,Exoccipital,Exoccipital,Occ patch 58,8,8,10,6,8,8,1,1,4,4,4,4,4,4,3,3,3,3,3,3,2,1,2,2,3
P9,665,Exoccipital,Exoccipital,Occ patch 58,8,8,10,6,8,8,1,1,4,4,4,4,4,4,3,3,3,3,3,3,2,1,2,2,3
P9,666,Exoccipital,Exoccipital,Occ patch 58,8,8,10,6,8,8,1,1,4,4,4,4,4,4,3,3,3,3,3,3,2,1,2,2,3
P9,667,Exoccipital,Exoccipital,Occ patch 58,8,8,10,6,8,8,1,1,4,4,4,4,4,4,3,3,3,3,3,3,2,1,2,2,3
P9,668,Exoccipital,Exoccipital,Occ patch 58,8,8,10,6,8,8,1,1,4,4,4,4,4,4,3,3,3,3,3,3,2,1,2,2,3
P9,669,Exoccipital,Exoccipital,Occ patch 58,8,8,10,6,8,8,1,1,4,4,4,4,4,4,3,3,3,3,3,3,2,1,2,2,3
P9,670,Exoccipital,Exoccipital,Occ patch 58,8,8,10,6,8,8,1,1,4,4,4,4,4,4,3,3,3,3,3,3,2,1,2,2,3
P9,671,Exoccipital,Exoccipital,Occ patch 58,8,8,10,6,8,8,1,1,4,4,4,4,4,4,3,3,3,3,3,3,2,1,2,2,3
P9,672,Exoccipital,Exoccipital,Occ patch 58,8,8,10,6,8,8,1,1,4,4,4,4,4,4,3,3,3,3,3,3,2,1,2,2,3
P9,673,Exoccipital,Exoccipital,Occ patch 58,8,8,10,6,8,8,1,1,4,4,4,4,4,4,3,3,3,3,3,3,2,1,2,2,3
P9,674,Exoccipital,Exoccipital,Occ patch 58,8,8,10,6,8,8,1,1,4,4,4,4,4,4,3,3,3,3,3,3,2,1,2,2,3
P9,675,Exoccipital,Exoccipital,Occ patch 58,8,8,10,6,8,8,1,1,4,4,4,4,4,4,3,3,3,3,3,3,2,1,2,2,3
P9,676,Exoccipital,Exoccipital,Occ patch 58,8,8,10,6,8,8,1,1,4,4,4,4,4,4,3,3,3,3,3,3,2,1,2,2,3
P9,677,Exoccipital,Exoccipital,Occ patch 58,8,8,10,6,8,8,1,1,4,4,4,4,4,4,3,3,3,3,3,3,2,1,2,2,3
P9,678,Exoccipital,Exoccipital,Occ patch 58,8,8,10,6,8,8,1,1,4,4,4,4,4,4,3,3,3,3,3,3,2,1,2,2,3
P9,679,Exoccipital,Exoccipital,Occ patch 58,8,8,10,6,8,8,1,1,4,4,4,4,4,4,3,3,3,3,3,3,2,1,2,2,3
P9,680,Exoccipital,Exoccipital,Occ patch 58,8,8,10,6,8,8,1,1,4,4,4,4,4,4,3,3,3,3,3,3,2,1,2,2,3
P9,681,Exoccipital,Exoccipital,Occ patch 58,8,8,10,6,8,8,1,1,4,4,4,4,4,4,3,3,3,3,3,3,2,1,2,2,3
P9,682,Exoccipital,Exoccipital,Occ patch 58,8,8,10,6,8,8,1,1,4,4,4,4,4,4,3,3,3,3,3,3,2,1,2,2,3
P9,683,Exoccipital,Exoccipital,Occ patch 58,8,8,10,6,8,8,1,1,4,4,4,4,4,4,3,3,3,3,3,3,2,1,2,2,3
P9,684,Exoccipital,Exoccipital,Occ patch 58,8,8,10,6,8,8,1,1,4,4,4,4,4,4,3,3,3,3,3,3,2,1,2,2,3
P9,685,Exoccipital,Exoccipital,Occ patch 58,8,8,10,6,8,8,1,1,4,4,4,4,4,4,3,3,3,3,3,3,2,1,2,2,3
P9,686,Exoccipital,Exoccipital,Occ patch 58,8,8,10,6,8,8,1,1,4,4,4,4,4,4,3,3,3,3,3,3,2,1,2,2,3
P9,687,Exoccipital,Exoccipital,Occ patch 58,8,8,10,6,8,8,1,1,4,4,4,4,4,4,3,3,3,3,3,3,2,1,2,2,3
P9,688,Exoccipital,Exoccipital,Occ patch 58,8,8,10,6,8,8,1,1,4,4,4,4,4,4,3,3,3,3,3,3,2,1,2,2,3
P9,689,Exoccipital,Exoccipital,Occ patch 58,8,8,10,6,8,8,1,1,4,4,4,4,4,4,3,3,3,3,3,3,2,1,2,2,3
P9,690,Exoccipital,Exoccipital,Occ patch 58,8,8,10,6,8,8,1,1,4,4,4,4,4,4,3,3,3,3,3,3,2,1,2,2,3
P9,691,Exoccipital,Exoccipital,Occ patch 58,8,8,10,6,8,8,1,1,4,4,4,4,4,4,3,3,3,3,3,3,2,1,2,2,3
P9,692,Exoccipital,Exoccipital,Occ patch 58,8,8,10,6,8,8,1,1,4,4,4,4,4,4,3,3,3,3,3,3,2,1,2,2,3
P9,693,Exoccipital,Exoccipital,Occ patch 58,8,8,10,6,8,8,1,1,4,4,4,4,4,4,3,3,3,3,3,3,2,1,2,2,3
P9,694,Exoccipital,Exoccipital,Occ patch 58,8,8,10,6,8,8,1,1,4,4,4,4,4,4,3,3,3,3,3,3,2,1,2,2,3
P9,695,Exoccipital,Exoccipital,Occ patch 58,8,8,10,6,8,8,1,1,4,4,4,4,4,4,3,3,3,3,3,3,2,1,2,2,3
P9,696,Exoccipital,Exoccipital,Occ patch 58,8,8,10,6,8,8,1,1,4,4,4,4,4,4,3,3,3,3,3,3,2,1,2,2,3
P9,697,Exoccipital,Exoccipital,Occ patch 58,8,8,10,6,8,8,1,1,4,4,4,4,4,4,3,3,3,3,3,3,2,1,2,2,3
P9,698,Exoccipital,Exoccipital,Occ patch 58,8,8,10,6,8,8,1,1,4,4,4,4,4,4,3,3,3,3,3,3,2,1,2,2,3
P9,699,Exoccipital,Exoccipital,Occ patch 58,8,8,10,6,8,8,1,1,4,4,4,4,4,4,3,3,3,3,3,3,2,1,2,2,3
P9,700,Exoccipital,Exoccipital,Occ patch 58,8,8,10,6,8,8,1,1,4,4,4,4,4,4,3,3,3,3,3,3,2,1,2,2,3
P9,701,Exoccipital,Exoccipital,Occ patch 58,8,8,10,6,8,8,1,1,4,4,4,4,4,4,3,3,3,3,3,3,2,1,2,2,3
P9,702,Exoccipital,Exoccipital,Occ patch 58,8,8,10,6,8,8,1,1,4,4,4,4,4,4,3,3,3,3,3,3,2,1,2,2,3
P9,703,Exoccipital,Exoccipital,Occ patch 58,8,8,10,6,8,8,1,1,4,4,4,4,4,4,3,3,3,3,3,3,2,1,2,2,3
P9,704,Exoccipital,Exoccipital,Occ patch 58,8,8,10,6,8,8,1,1,4,4,4,4,4,4,3,3,3,3,3,3,2,1,2,2,3
P9,705,Exoccipital,Exoccipital,Occ patch 58,8,8,10,6,8,8,1,1,4,4,4,4,4,4,3,3,3,3,3,3,2,1,2,2,3
P9,706,Exoccipital,Exoccipital,Occ patch 58,8,8,10,6,8,8,1,1,4,4,4,4,4,4,3,3,3,3,3,3,2,1,2,2,3
P9,707,Exoccipital,Exoccipital,Occ patch 58,8,8,10,6,8,8,1,1,4,4,4,4,4,4,3,3,3,3,3,3,2,1,2,2,3
P9,708,Exoccipital,Exoccipital,Occ patch 58,8,8,10,6,8,8,1,1,4,4,4,4,4,4,3,3,3,3,3,3,2,1,2,2,3
P9,709,Exoccipital,Exoccipital,Occ patch 58,8,8,10,6,8,8,1,1,4,4,4,4,4,4,3,3,3,3,3,3,2,1,2,2,3
P9,710,Exoccipital,Exoccipital,Occ patch 58,8,8,10,6,8,8,1,1,4,4,4,4,4,4,3,3,3,3,3,3,2,1,2,2,3
P9,711,Exoccipital,Exoccipital,Occ patch 58,8,8,10,6,8,8,1,1,4,4,4,4,4,4,3,3,3,3,3,3,2,1,2,2,3
P9,712,Exoccipital,Exoccipital,Occ patch 58,8,8,10,6,8,8,1,1,4,4,4,4,4,4,3,3,3,3,3,3,2,1,2,2,3
P9,713,Exoccipital,Exoccipital,Occ patch 58,8,8,10,6,8,8,1,1,4,4,4,4,4,4,3,3,3,3,3,3,2,1,2,2,3
P9,714,Exoccipital,Exoccipital,Occ patch 58,8,8,10,6,8,8,1,1,4,4,4,4,4,4,3,3,3,3,3,3,2,1,2,2,3
P9,715,Exoccipital,Exoccipital,Occ patch 58,8,8,10,6,8,8,1,1,4,4,4,4,4,4,3,3,3,3,3,3,2,1,2,2,3
P9,716,Exoccipital,Exoccipital,Occ patch 58,8,8,10,6,8,8,1,1,4,4,4,4,4,4,3,3,3,3,3,3,2,1,2,2,3
P10,717,Prootic,Otic,Otic patch 36,9,8,12,6,8,8,1,1,2,2,2,2,2,2,3,3,3,3,3,3,2,1,2,2,2
P10,718,Prootic,Otic,Otic patch 36,9,8,12,6,8,8,1,1,2,2,2,2,2,2,3,3,3,3,3,3,2,1,2,2,2
P10,719,Prootic,Otic,Otic patch 36,9,8,12,6,8,8,1,1,2,2,2,2,2,2,3,3,3,3,3,3,2,1,2,2,2
P10,720,Prootic,Otic,Otic patch 36,9,8,12,6,8,8,1,1,2,2,2,2,2,2,3,3,3,3,3,3,2,1,2,2,2
P10,721,Prootic,Otic,Otic patch 36,9,8,12,6,8,8,1,1,2,2,2,2,2,2,3,3,3,3,3,3,2,1,2,2,2
P10,722,Prootic,Otic,Otic patch 36,9,8,12,6,8,8,1,1,2,2,2,2,2,2,3,3,3,3,3,3,2,1,2,2,2
P10,723,Prootic,Otic,Otic patch 36,9,8,12,6,8,8,1,1,2,2,2,2,2,2,3,3,3,3,3,3,2,1,2,2,2
P10,724,Prootic,Otic,Otic patch 36,9,8,12,6,8,8,1,1,2,2,2,2,2,2,3,3,3,3,3,3,2,1,2,2,2
P10,725,Prootic,Otic,Otic patch 36,9,8,12,6,8,8,1,1,2,2,2,2,2,2,3,3,3,3,3,3,2,1,2,2,2
P10,726,Prootic,Otic,Otic patch 36,9,8,12,6,8,8,1,1,2,2,2,2,2,2,3,3,3,3,3,3,2,1,2,2,2
P10,727,Prootic,Otic,Otic patch 36,9,8,12,6,8,8,1,1,2,2,2,2,2,2,3,3,3,3,3,3,2,1,2,2,2
P10,728,Prootic,Otic,Otic patch 36,9,8,12,6,8,8,1,1,2,2,2,2,2,2,3,3,3,3,3,3,2,1,2,2,2
P10,729,Prootic,Otic,Otic patch 36,9,8,12,6,8,8,1,1,2,2,2,2,2,2,3,3,3,3,3,3,2,1,2,2,2
P10,730,Prootic,Otic,Otic patch 36,9,8,12,6,8,8,1,1,2,2,2,2,2,2,3,3,3,3,3,3,2,1,2,2,2
P10,731,Prootic,Otic,Otic patch 36,9,8,12,6,8,8,1,1,2,2,2,2,2,2,3,3,3,3,3,3,2,1,2,2,2
P10,732,Prootic,Otic,Otic patch 36,9,8,12,6,8,8,1,1,2,2,2,2,2,2,3,3,3,3,3,3,2,1,2,2,2
P10,733,Prootic,Otic,Otic patch 36,9,8,12,6,8,8,1,1,2,2,2,2,2,2,3,3,3,3,3,3,2,1,2,2,2
P10,734,Prootic,Otic,Otic patch 36,9,8,12,6,8,8,1,1,2,2,2,2,2,2,3,3,3,3,3,3,2,1,2,2,2
P10,735,Prootic,Otic,Otic patch 36,9,8,12,6,8,8,1,1,2,2,2,2,2,2,3,3,3,3,3,3,2,1,2,2,2
P10,736,Prootic,Otic,Otic patch 36,9,8,12,6,8,8,1,1,2,2,2,2,2,2,3,3,3,3,3,3,2,1,2,2,2
P10,737,Prootic,Otic,Otic patch 36,9,8,12,6,8,8,1,1,2,2,2,2,2,2,3,3,3,3,3,3,2,1,2,2,2
P10,738,Prootic,Otic,Otic patch 36,9,8,12,6,8,8,1,1,2,2,2,2,2,2,3,3,3,3,3,3,2,1,2,2,2
P10,739,Prootic,Otic,Otic patch 36,9,8,12,6,8,8,1,1,2,2,2,2,2,2,3,3,3,3,3,3,2,1,2,2,2
P10,740,Prootic,Otic,Otic patch 36,9,8,12,6,8,8,1,1,2,2,2,2,2,2,3,3,3,3,3,3,2,1,2,2,2
P10,741,Prootic,Otic,Otic patch 36,9,8,12,6,8,8,1,1,2,2,2,2,2,2,3,3,3,3,3,3,2,1,2,2,2
P10,742,Prootic,Otic,Otic patch 36,9,8,12,6,8,8,1,1,2,2,2,2,2,2,3,3,3,3,3,3,2,1,2,2,2
P10,743,Prootic,Otic,Otic patch 36,9,8,12,6,8,8,1,1,2,2,2,2,2,2,3,3,3,3,3,3,2,1,2,2,2
P10,744,Prootic,Otic,Otic patch 36,9,8,12,6,8,8,1,1,2,2,2,2,2,2,3,3,3,3,3,3,2,1,2,2,2
P10,745,Prootic,Otic,Otic patch 36,9,8,12,6,8,8,1,1,2,2,2,2,2,2,3,3,3,3,3,3,2,1,2,2,2
P10,746,Prootic,Otic,Otic patch 36,9,8,12,6,8,8,1,1,2,2,2,2,2,2,3,3,3,3,3,3,2,1,2,2,2
P10,747,Prootic,Otic,Otic patch 36,9,8,12,6,8,8,1,1,2,2,2,2,2,2,3,3,3,3,3,3,2,1,2,2,2
P10,748,Prootic,Otic,Otic patch 36,9,8,12,6,8,8,1,1,2,2,2,2,2,2,3,3,3,3,3,3,2,1,2,2,2
P10,749,Prootic,Otic,Otic patch 36,9,8,12,6,8,8,1,1,2,2,2,2,2,2,3,3,3,3,3,3,2,1,2,2,2
P10,750,Prootic,Otic,Otic patch 36,9,8,12,6,8,8,1,1,2,2,2,2,2,2,3,3,3,3,3,3,2,1,2,2,2
P10,751,Prootic,Otic,Otic patch 36,9,8,12,6,8,8,1,1,2,2,2,2,2,2,3,3,3,3,3,3,2,1,2,2,2
P10,752,Prootic,Otic,Otic patch 36,9,8,12,6,8,8,1,1,2,2,2,2,2,2,3,3,3,3,3,3,2,1,2,2,2
P11,753,Frontoparietal,Frontoparietal,FP patch 64,6,6,6,4,6,6,1,1,4,2,3,4,2,3,1,2,3,1,2,3,2,1,2,3,3
P11,754,Frontoparietal,Frontoparietal,FP patch 64,6,6,6,4,6,6,1,1,4,2,3,4,2,3,1,2,3,1,2,3,2,1,2,3,3
P11,755,Frontoparietal,Frontoparietal,FP patch 64,6,6,6,4,6,6,1,1,4,2,3,4,2,3,1,2,3,1,2,3,2,1,2,3,3
P11,756,Frontoparietal,Frontoparietal,FP patch 64,6,6,6,4,6,6,1,1,4,2,3,4,2,3,1,2,3,1,2,3,2,1,2,3,3
P11,757,Frontoparietal,Frontoparietal,FP patch 64,6,6,6,4,6,6,1,1,4,2,3,4,2,3,1,2,3,1,2,3,2,1,2,3,3
P11,758,Frontoparietal,Frontoparietal,FP patch 64,6,6,6,4,6,6,1,1,4,2,3,4,2,3,1,2,3,1,2,3,2,1,2,3,3
P11,759,Frontoparietal,Frontoparietal,FP patch 64,6,6,6,4,6,6,1,1,4,2,3,4,2,3,1,2,3,1,2,3,2,1,2,3,3
P11,760,Frontoparietal,Frontoparietal,FP patch 64,6,6,6,4,6,6,1,1,4,2,3,4,2,3,1,2,3,1,2,3,2,1,2,3,3
P11,761,Frontoparietal,Frontoparietal,FP patch 64,6,6,6,4,6,6,1,1,4,2,3,4,2,3,1,2,3,1,2,3,2,1,2,3,3
P11,762,Frontoparietal,Frontoparietal,FP patch 64,6,6,6,4,6,6,1,1,4,2,3,4,2,3,1,2,3,1,2,3,2,1,2,3,3
